Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
23431,3bcp0D3nW40lkIjkrdzma6,Shavi,The Great Unknown,The Great Unknown,42,209454,False,0.718,0.762,7,-6.308,1,0.0518,0.36,0.0,0.115,0.418,110.066,4,deep-house
40558,2yoFRHh6e1SuYs1i49y5Ay,Daniel e Samuel,Louvor Raiz,Cem Ovelhas,40,178105,False,0.569,0.493,11,-6.181,1,0.026,0.737,0.0,0.146,0.619,95.071,3,gospel
38766,0AJhcuRl3i1FfPNr88ZScv,Kasabian,For Crying Out Loud (Deluxe),You're in Love with a Psycho,60,215693,False,0.721,0.805,11,-5.049,0,0.0473,0.0193,0.000107,0.342,0.711,120.009,4,garage
27039,1GCE5VlXjguhtBwOOZ2dvI,Netsky;Rita Ora,Barricades (with Rita Ora),Barricades (with Rita Ora),54,154222,False,0.648,0.88,11,-3.53,0,0.13,0.0408,0.0,0.16,0.378,149.791,4,drum-and-bass
81869,5a11x5PUFvJEadMRqtNtTr,Atif Aslam;Shreya Ghoshal,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),Piya O Re Piya,66,292746,False,0.442,0.574,2,-6.394,1,0.0828,0.273,0.0,0.094,0.308,167.857,4,pop
23323,2NjqrHNV2jedO8CKw3ABgZ,HUGEL;Benjamin Ingrosso,Black & Blue,Black & Blue,52,148500,False,0.695,0.819,10,-5.519,0,0.0373,0.00902,4.98e-06,0.42,0.423,120.021,4,deep-house
42308,2qSckL3g7L0GjXoOmq3a6R,Disfear,Live the Storm,In Exodus,16,212253,False,0.14,0.969,0,-3.034,1,0.239,4.15e-06,0.0337,0.213,0.145,169.489,4,grindcore
106992,3dBNL8u19CBVR7XgpZWtCT,Eldkvarn,Himmelska dagar,Ta min hand - 2005 Remastered Version,35,390826,False,0.528,0.877,10,-4.503,0,0.0384,0.0519,0.0,0.117,0.721,128.637,4,swedish
1569,3ykTMt7CD5jgJOY27NWceD,Voilaaa;Sir Jean;Patchworks,Remixes,Spies Are Watching Me - Patchworks Remix,18,468693,False,0.861,0.671,4,-8.737,0,0.0711,0.0424,0.219,0.0543,0.961,127.015,4,afrobeat
35993,3BHq6lrebBf1zel4woIn5D,Forró Boys,"Forró di Katiguria, Vol. 3",Porque Te Amo,37,231080,False,0.594,0.82,9,-5.121,1,0.0415,0.0638,3.7e-06,0.0767,0.782,186.033,4,forro
17453,0u0kDkhqxEIntRcpK63Z5T,Moa Pillar;Ушко,Volvo,Volvo,34,411428,False,0.562,0.897,8,-8.494,0,0.0402,0.00581,0.105,0.114,0.27,140.003,4,club
17094,5ZFqJl35Kksk8BfOMia619,DJ Frosty,Ride That Wave,Ride That Wave - Original radio,28,108968,False,0.743,0.927,7,-3.876,1,0.247,0.526,1.6e-05,0.204,0.478,133.983,4,club
86512,4eRoGhykyQCIzhOaFf35zX,Surf Curse,Magic Hour,Randall Flagg,51,219400,True,0.434,0.761,2,-3.686,1,0.0355,0.00451,0.0202,0.254,0.637,123.866,4,punk
47275,69QHm3pustz01CJRwdo20z,AC/DC,Back In Black,Hells Bells,74,312293,False,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,4,hard-rock
