track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,raw_dataset_genre,preview_url,artwork_url
3Hn3LfhrQOaKihdCibJsTs,Jason Mraz,Human - Best Adult Pop Tunes,Unlonely,0,231266,False,0.796,0.667,5,-4.831,0,0.0392,0.381,0.0,0.221,0.754,97.988,4,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0b/0f/e2/0b0fe268-0a78-d181-2a58-b93e474e0ced/mzaf_4935699171883472881.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/0c/61/e0/0c61e0ba-3d28-a405-9c22-5f8ce17c2dab/5059460445710.jpg/100x100bb.jpg
6D33wCKzWtNEgOovgeVJ7r,Jason Mraz,Mellow Adult Pop,Bella Luna,1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5f/97/7f/5f977fa4-cba5-38fc-f8c9-02c0381ef379/mzaf_6443713419788438900.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/ba/68/ee/mzi.kddunpxa.jpg/100x100bb.jpg
5IfCZDRXZrqZSm8AwE44PG,Jason Mraz,Holly Jolly Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/43/a7/1a43a7da-2a27-f469-2167-af9fb6c6b916/mzaf_2621449159457078252.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/bc/55/6cbc55e7-1b9e-5acf-1dfb-58af5b873967/12UMDIM00877.rgb.jpg/100x100bb.jpg
0dzKBptH2P5j5a0MifBMwM,Jason Mraz,Feeling Good - Adult Pop Favorites,If It Kills Me,0,273653,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,4,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/93/cf/00/93cf0077-b9c4-4820-b819-653e69bd2737/mzaf_5354201290120269806.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c6/0f/b4/c60fb4fe-dbac-b3cd-0b09-edae061c2753/mzi.atqvgjqt.jpg/100x100bb.jpg
5QAMZTM5cmLg3fHX9ZbTZi,Jason Mraz,Christmas Time,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/43/a7/1a43a7da-2a27-f469-2167-af9fb6c6b916/mzaf_2621449159457078252.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/bc/55/6cbc55e7-1b9e-5acf-1dfb-58af5b873967/12UMDIM00877.rgb.jpg/100x100bb.jpg
2qESE1ZeWly7I3YjyTXmXh,Jason Mraz,Perfect Christmas Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/43/a7/1a43a7da-2a27-f469-2167-af9fb6c6b916/mzaf_2621449159457078252.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/bc/55/6cbc55e7-1b9e-5acf-1dfb-58af5b873967/12UMDIM00877.rgb.jpg/100x100bb.jpg
3EQV1ZHtHvq9OnVRYIdbg3,Jason Mraz,Merry Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/43/a7/1a43a7da-2a27-f469-2167-af9fb6c6b916/mzaf_2621449159457078252.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/bc/55/6cbc55e7-1b9e-5acf-1dfb-58af5b873967/12UMDIM00877.rgb.jpg/100x100bb.jpg
3ax0rfGb7exLtl02LL08U9,Jason Mraz,Christmas Music - Holiday Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/43/a7/1a43a7da-2a27-f469-2167-af9fb6c6b916/mzaf_2621449159457078252.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6c/bc/55/6cbc55e7-1b9e-5acf-1dfb-58af5b873967/12UMDIM00877.rgb.jpg/100x100bb.jpg
1m5LC29RE52Bxy7hxvpOlL,Chord Overstreet,Christmas Country Songs 2022,All I Want For Christmas Is A Real Good Tan,0,234186,False,0.593,0.455,6,-8.192,1,0.0388,0.366,0.0,0.0914,0.564,202.019,4,Holiday,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/43/3c/ca/433cca85-d88d-5eed-2784-621b001ab53d/mzaf_7852978289612608608.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c1/eb/4c/c1eb4cab-5802-cc57-10b4-d7e2a96b7f15/17UM1IM40726.rgb.jpg/100x100bb.jpg
3H36x7buZdQD4687VmFrwY,Brandi Carlile;Sam Smith,Human - Best Adult Pop Tunes,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/ac/72/60ac722d-8d51-d035-61cb-248b042926c5/mzaf_4909052126148865720.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/de/fb/dc/defbdc21-b070-7958-289f-13afa90186c2/075679885449.jpg/100x100bb.jpg
0xbMRcMFqxJq1Wa7tvWPtn,Brandi Carlile;Sam Smith,Feeling Good - Adult Pop Favorites,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/ac/72/60ac722d-8d51-d035-61cb-248b042926c5/mzaf_4909052126148865720.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/de/fb/dc/defbdc21-b070-7958-289f-13afa90186c2/075679885449.jpg/100x100bb.jpg
6h061f44HZPj1OXO2nA45d,Brandi Carlile;Sam Smith,Mellow Bars R'n'B,Party of One,0,259558,False,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/ac/72/60ac722d-8d51-d035-61cb-248b042926c5/mzaf_4909052126148865720.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/de/fb/dc/defbdc21-b070-7958-289f-13afa90186c2/075679885449.jpg/100x100bb.jpg
62EwQLDw0dprDzuLwQ0sH1,KT Tunstall,Chill Christmas Dinner,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c0/52/0a/c0520ab7-0d22-8fd7-73cd-3842716ded95/mzaf_6772460975472247485.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/2a/9e/82/2a9e8224-41db-71d4-45ae-1fa3ef1ecfcd/05099991878755.jpg/100x100bb.jpg
3lvo0I8c2qBJDLZWqExDgC,Brandi Carlile,rainy day indie,Throwing Good After Bad,0,247791,False,0.501,0.0952,2,-12.931,1,0.054,0.963,1.58e-05,0.0915,0.316,138.016,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d5/fd/ef/d5fdef09-fbd1-0c2e-278e-d8e7de2b2976/mzaf_5462810011753864695.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
1ae8XfBQ3fDEvmBjFaemGV,Brandi Carlile,Coffee Moment,This Time Tomorrow,0,206267,False,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/dc/fa/e1/dcfae180-dc03-426b-d05c-cda5560303a4/mzaf_2449920409695649580.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
0adVktNVJXPZfhQe6B1NO5,KT Tunstall,sadsadchristmas,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c0/52/0a/c0520ab7-0d22-8fd7-73cd-3842716ded95/mzaf_6772460975472247485.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/2a/9e/82/2a9e8224-41db-71d4-45ae-1fa3ef1ecfcd/05099991878755.jpg/100x100bb.jpg
6sp6Vx3sv2l5qxPfbQkcyt,Eddie Vedder,Mega Hits Autumn/Fall 2022,The Haves,0,306794,False,0.474,0.519,7,-5.291,1,0.0253,0.281,0.0,0.107,0.326,151.832,4,Rock,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8d/8c/8f/8d8c8fdd-a293-4abe-7f56-715ab2847b2f/mzaf_10140256233762587703.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/0b/da/20/0bda20ac-8f29-fc54-7f44-f9a6fba20c33/21UM1IM55929.rgb.jpg/100x100bb.jpg
1WFVfVjCtbmdIv7j3Fa9iy,Brandi Carlile,Mellow Adult Pop,When You're Wrong,0,266960,False,0.568,0.301,10,-10.163,0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/85/0a/98/850a98e9-83c9-a970-af40-0f4d84b8430a/mzaf_17651027959987313967.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
0e5PAxSyZ5DWWVqKANHETz,Brandi Carlile;Lucius,Country Car Hits,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/86/ac/7286ac08-02f4-119c-74cc-e27241710dfe/mzaf_1985969206397043962.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
1MLr9b1fOybO3MGiLy47Ys,Brandi Carlile;Lucius,Country Road Songs,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/86/ac/7286ac08-02f4-119c-74cc-e27241710dfe/mzaf_1985969206397043962.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
6JGjevTaqr9J1xp7YvYUKF,Brandi Carlile,Finest Country,"Speak Your Mind (From the Netflix Series ""We The People"")",0,193943,False,0.476,0.666,6,-3.438,1,0.0446,0.314,0.0,0.342,0.498,148.155,4,Soundtrack,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e0/18/58/e0185867-3dc0-87a6-c9cc-7d8c2d29f8e9/mzaf_9925840659845133763.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/43/46/e0/4346e017-3e75-2ef7-59db-abcb6ea38adc/075679778130.jpg/100x100bb.jpg
7Af2YlwMZryKOQiRfwMsD2,Brandi Carlile;Lucius,Easy Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,Singer/Songwriter,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/72/86/ac/7286ac08-02f4-119c-74cc-e27241710dfe/mzaf_1985969206397043962.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/83/6f/0e836f03-ca3c-0688-d813-385658d909ca/075679786333.jpg/100x100bb.jpg
